,x,y,genre,title
3025,23.661825,51.78174,Drama,Friendly Persuasion (1956)
3026,-50.10228,-7.7771735,Drama,Gettysburg (1993)
3027,66.37609,16.542877,Horror,Horrors of Spider Island (Ein Toter Hing im Netz) (1960)
3028,-10.928197,-45.27722,Crime,Antitrust (2001)
3029,-8.890963,95.19514,Action,Double Take (2001)
3030,-12.24072,64.29964,Drama,Save the Last Dance (2001)
3031,25.782772,5.4993687,Drama,Panic (2000)
3032,-7.4553285,-55.055954,Crime,"Pledge, The (2001)"
3033,53.17197,21.195454,Drama,The Man in the Moon (1991)
3034,-14.091012,18.935156,Comedy,Mystic Pizza (1988)
3035,-13.308034,59.566334,Comedy,Prelude to a Kiss (1992)
3036,38.819706,8.886179,Action,Coffy (1973)
3037,18.98614,51.730858,Action,Foxy Brown (1974)
3038,50.61806,-64.00619,Action,I'm Gonna Git You Sucka (1988)
3039,-24.022123,-70.005325,Drama,Untamed Heart (1993)
3040,16.454552,93.248505,Comedy,Sugar & Spice (2001)
3041,-42.68243,74.21109,Comedy,"Wedding Planner, The (2001)"
3042,23.63904,6.7354302,Drama,"Legend of Rita, The (Stille nach dem Schuß, Die) (1999)"
3043,-40.441746,-43.182602,Drama,"With a Friend Like Harry... (Harry, un ami qui vous veut du bien) (2000)"
3044,5.7222958,35.18829,Drama,Amazing Grace and Chuck (1987)
3045,-2.2301593,-24.872406,Comedy,Amazon Women on the Moon (1987)
3046,-25.531767,63.56482,Comedy,Baby Boom (1987)
3047,71.878586,45.907513,Comedy,Back to the Beach (1987)
3048,-85.723305,-40.5984,Comedy,Barfly (1987)
3049,-7.9367747,-26.72803,Thriller,Best Seller (1987)
3050,79.2955,35.08893,Action,Beverly Hills Cop II (1987)
3051,-44.53011,31.739998,Action,Beverly Hills Cop (1984)
3052,-55.023796,25.358307,Action,"Big Easy, The (1987)"
3053,61.87304,50.77995,Comedy,Born in East L.A. (1987)
3054,-41.927635,-0.14829007,Animation,"Brave Little Toaster, The (1987)"
3055,-46.22265,-53.012085,Comedy,Can't Buy Me Love (1987)
3056,42.21581,78.77919,Romance,Cherry 2000 (1987)
3057,56.80492,14.704548,Thriller,Cop (1988)
3058,11.6655855,75.60593,Comedy,Eddie Murphy Raw (1987)
3059,-71.74552,-33.741573,Action,Empire of the Sun (1987)
3060,84.227585,34.531296,Comedy,Ernest Goes to Camp (1987)
3061,-37.55636,-22.233194,Fantasy,"Evil Dead, The (1981)"
3062,-17.146608,19.298342,Drama,Flowers in the Attic (1987)
3063,62.36768,13.292071,Thriller,"Fourth Protocol, The (1987)"
3064,38.390026,-11.223221,Drama,Gardens of Stone (1987)
3065,7.661094,-40.626526,Drama,"Glass Menagerie, The (1987)"
3066,15.168658,20.943567,Comedy,Hiding Out (1987)
3067,-84.35304,-41.14427,Comedy,Hollywood Shuffle (1987)
3068,-53.44359,-22.019606,Drama,Hope and Glory (1987)
3069,-13.882045,58.346535,Action,Innerspace (1987)
3070,14.674399,25.238138,Comedy,Ishtar (1987)
3071,72.49783,-42.487236,Horror,Jaws: The Revenge (1987)
3072,52.932514,56.867043,Comedy,Leonard Part 6 (1987)
3073,-51.429947,31.723864,Drama,Less Than Zero (1987)
3074,11.52172,82.52619,Comedy,"Like Father, Like Son (1987)"
3075,-67.08737,-31.444784,Comedy,"Lost Boys, The (1987)"
3076,70.734146,0.70575017,Fantasy,Made in Heaven (1987)
3077,58.75201,-77.89753,Comedy,Maid to Order (1987)
3078,21.168818,99.11266,Comedy,Making Mr. Right (1987)
3079,-39.091015,60.22852,Comedy,Mannequin (1987)
3080,14.834384,67.432495,Action,Masters of the Universe (1987)
3081,-89.33073,-51.69094,Adventure,"Monster Squad, The (1987)"
3082,59.684803,7.4205236,Comedy,My Demon Lover (1987)
3083,83.62323,32.71349,Crime,No Man's Land (1987)
3084,20.019152,96.95869,Comedy,Head Over Heels (2001)
3085,76.3388,-38.41371,Action,Left Behind: The Movie (2000)
3086,-53.02083,2.0481505,Horror,Valentine (2001)
3087,-79.43225,-51.79125,Drama,In the Mood For Love (Fa yeung nin wa) (2000)
3088,-59.728134,-12.385323,Drama,"Million Dollar Hotel, The (2001)"
3089,-21.971773,-58.400124,Comedy,Nico and Dani (Krámpack) (2000)
3090,-39.247925,59.9559,Horror,Hannibal (2001)
3091,-51.18032,47.870182,Comedy,Saving Silverman (Evil Woman) (2001)
3092,-52.75951,-62.62752,Drama,Vatel (2000)
3093,55.995968,-61.92097,Comedy,Down to Earth (2001)
3094,-3.1344392,-54.9092,Animation,Recess: School's Out (2001)
3095,-21.208416,32.10866,Drama,Sweet November (2001)
3096,32.17694,-41.70491,Comedy,Company Man (2000)
3097,-70.1853,-59.650505,Comedy,"Price of Milk, The (2000)"
3098,-35.780872,31.469614,Animation,Monkeybone (2001)
3099,62.217045,-63.16695,Action,3000 Miles to Graceland (2001)
3100,-0.794645,-66.18832,Drama,"Widow of St. Pierre, The (Veuve de Saint-Pierre, La) (2000)"
3101,-38.70434,45.53837,Action,"Mexican, The (2001)"
3102,39.32823,-73.829285,Drama,"Caveman's Valentine, The (2001)"
3103,28.688877,71.97163,Action,Series 7: The Contenders (2001)
3104,-41.123035,73.211655,Thriller,15 Minutes (2001)
3105,5.622762,-16.012001,Comedy,Get Over It (2001)
3106,-46.989773,-53.66743,Documentary,Long Night's Journey Into Day (2000)
3107,34.51639,8.950599,Drama,Avalon (1990)
3108,-20.726343,-11.303656,Comedy,Gray's Anatomy (1996)
3109,8.95344,-22.574375,Drama,Of Mice and Men (1939)
3110,40.22078,-13.938326,Action,Reform School Girls (1986)
3111,52.296997,-23.37775,Comedy,Tapeheads (1988)
3112,31.479414,1.6800095,Comedy,"Bishop's Wife, The (1947)"
3113,-32.88912,-49.53561,Drama,Lilies of the Field (1963)
3114,79.587944,34.832294,Drama,"Greatest Story Ever Told, The (1965)"
3115,-25.59068,-47.002464,Drama,Elmer Gantry (1960)
3116,57.543156,-9.574911,Comedy,Alfie (1966)
3117,-44.795082,-7.286299,Musical,"Fantasticks, The (1995)"
3118,36.97446,10.645937,Drama,I Know Where I'm Going! (1945)
3119,37.176006,-65.71033,Horror,"Abominable Dr. Phibes, The (1971)"
3120,48.25725,13.380626,Comedy,Real Life (1979)
3121,66.60729,-23.509274,Sci-Fi,Battle Beyond the Stars (1980)
3122,25.407278,33.477585,Action,Double Impact (1991)
3123,-8.63661,94.4034,Drama,Fuzz (1972)
3124,-32.691696,32.4911,Action,Harley Davidson and the Marlboro Man (1991)
3125,40.343544,12.729713,Comedy,Losin' It (1983)
3126,47.18411,-78.13364,Comedy,Mermaids (1990)
3127,29.987501,-42.226467,Action,Navy Seals (1990)
3128,-34.05634,6.5838847,Action,Manhunter (1986)
3129,-1.9472909,-65.47632,Drama,Reversal of Fortune (1990)
3130,11.002589,40.77336,Crime,Death on the Nile (1978)
3131,89.13895,-6.0933766,Comedy,Revenge of the Nerds (1984)
3132,-42.270226,64.39814,Comedy,Revenge of the Nerds II: Nerds in Paradise (1987)
3133,-43.087906,-39.200268,Documentary,4 Little Girls (1997)
3134,-34.622948,-32.94635,Crime,River's Edge (1986)
3135,-43.715183,22.52911,Comedy,Girls Just Want to Have Fun (1985)
3136,-61.418224,-11.819991,Comedy,"Longest Yard, The (1974)"
3137,5.186473,26.647638,Comedy,Necessary Roughness (1991)
3138,-45.89484,35.947662,Drama,Enemy at the Gates (2001)
3139,2.7418532,82.2482,Action,Exit Wounds (2001)
3140,-3.4270222,-54.38887,Comedy,"Dish, The (2001)"
3141,-68.757454,-50.717396,Mystery,Memento (2000)
3142,30.201862,93.514465,Comedy,Heartbreakers (2001)
3143,27.96053,-65.05231,Comedy,Say It Isn't So (2001)
3144,-27.378458,27.49741,Comedy,Someone Like You (2001)
3145,60.01839,-75.33777,Action,Spy Kids (2001)
3146,62.662746,-63.42197,Comedy,Tomcats (2001)
3147,-8.504663,81.62972,Drama,"Tailor of Panama, The (2001)"
3148,-23.357445,-49.245667,Drama,Amores Perros (Love's a Bitch) (2000)
3149,37.74907,7.598742,Documentary,Keep the River on Your Right: A Modern Cannibal Tale (2000)
3150,-44.3064,-22.991043,Documentary,"Gleaners & I, The (Les glaneurs et la glaneuse) (2000)"
3151,-12.682496,55.877506,Action,Along Came a Spider (2001)
3152,-35.398323,18.890018,Crime,Blow (2001)
3153,41.302803,38.097248,Comedy,Just Visiting (2001)
3154,37.694214,-69.803635,Animation,Pokémon 3: The Movie (2001)
3155,-12.118214,65.03312,Comedy,Beautiful Creatures (2000)
3156,68.06858,4.330585,Crime,Brigham City (2001)
3157,-23.087011,-13.863918,Comedy,Bridget Jones's Diary (2001)
3158,84.32684,33.91022,Adventure,Joe Dirt (2001)
3159,70.74421,50.31356,Comedy,Josie and the Pussycats (2001)
3160,35.865376,-47.77332,Drama,Chopper (2000)
3161,51.38105,64.09668,Drama,"Circle, The (Dayereh) (2000)"
3162,-1.7837766,93.311554,Comedy,Crocodile Dundee in Los Angeles (2001)
3163,50.81927,-75.60346,Comedy,Freddy Got Fingered (2001)
3164,40.979042,-82.51021,Drama,"Center of the World, The (2001)"
3165,-23.285465,-53.67227,Drama,"Luzhin Defence, The (2000)"
3166,63.355312,18.271812,Drama,"Visit, The (2000)"
3167,-72.510506,-12.130605,Action,Scarface (1983)
3168,-26.29559,-53.494713,Drama,Days of Wine and Roses (1962)
3169,60.74054,-66.060005,Action,Driven (2001)
3170,-40.024635,-63.88829,Comedy,One Night at McCool's (2001)
3171,-25.604996,67.29659,Comedy,Town & Country (2001)
3172,-28.160488,27.187277,Action,"Mummy Returns, The (2001)"
3173,-50.103966,-65.44105,Drama,Under the Sand (2000)
3174,84.79793,-15.036165,Action,Krull (1983)
3175,-7.6190815,89.95128,Comedy,Lost in America (1985)
3176,1.3380587,26.669077,Documentary,Triumph of the Will (Triumph des Willens) (1934)
3177,-85.879326,-58.009426,Comedy,"World According to Garp, The (1982)"
3178,42.668713,-10.4877405,Drama,Fellini Satyricon (1969)
3179,62.95624,-64.67148,Comedy,Frankie and Johnny (1966)
3180,31.170748,18.307339,Comedy,Frankie and Johnny (1991)
3181,-16.61356,-38.347214,Comedy,"City of Women, The (Città delle donne, La) (1980)"
3182,35.78433,-44.38241,Comedy,For the Boys (1991)
3183,82.277374,-11.911741,Comedy,Nine to Five (a.k.a. 9 to 5) (1980)
3184,-31.643627,-24.042318,Drama,Norma Rae (1979)
3185,-21.426796,69.791794,Comedy,Summer Rental (1985)
3186,37.612003,21.381548,Children,"5,000 Fingers of Dr. T, The (1953)"
3187,27.027096,12.678251,Drama,Love Story (1970)
3188,46.56199,-55.062004,Drama,Pelle the Conqueror (Pelle erobreren) (1987)
3189,-63.369114,-56.449783,Crime,Rififi (Du rififi chez les hommes) (1955)
3190,-48.635612,30.615847,Action,"Knight's Tale, A (2001)"
3191,64.081955,3.718276,Drama,Bread and Roses (2000)
3192,-54.05132,8.926335,Documentary,Startup.com (2001)
3193,70.99749,47.73256,Romance,Angel Eyes (2001)
3194,-3.4297175,-50.55041,Adventure,Shrek (2001)
3195,-4.672021,-75.65098,Comedy,"Fast Food, Fast Women (2000)"
3196,-37.182816,-12.757868,Drama,Moulin Rouge (2001)
3197,-24.030745,52.932545,Action,Pearl Harbor (2001)
3198,-58.960457,-5.917184,Adventure,Himalaya (Himalaya - l'enfance d'un chef) (1999)
3199,-36.37415,-10.948456,Drama,"Man Who Cried, The (2000)"
3200,47.86141,-31.500422,Drama,Ice Castles (1978)
3201,12.660145,62.763546,Comedy,Love Potion #9 (1992)
3202,-12.23164,11.464861,Comedy,City Slickers (1991)
3203,-56.272644,25.94704,Drama,Eight Men Out (1988)
3204,54.56477,-15.640056,Adventure,"Horse Soldiers, The (1959)"
3205,-30.97486,27.75785,Drama,"Night, The (Notte, La) (1960)"
3206,-16.870699,-64.23869,Crime,Mississippi Burning (1988)
3207,-4.558508,-53.392822,Adventure,"Magnificent Seven, The (1960)"
3208,-37.075207,-7.465797,Western,Rio Bravo (1959)
3209,4.742655,99.59011,Comedy,Throw Momma from the Train (1987)
3210,-71.99037,-54.243504,Drama,Yi Yi (2000)
3211,64.60549,41.56717,Drama,"Sand Pebbles, The (1966)"
3212,-68.960106,-35.604996,Drama,Twelve O'Clock High (1949)
3213,-53.40049,1.0733616,Action,Von Ryan's Express (1965)
3214,68.33735,47.548527,Comedy,"Animal, The (2001)"
3215,37.548725,-19.499187,Drama,Big Eden (2000)
3216,-41.706825,73.55718,Comedy,Evolution (2001)
3217,9.414379,-15.7663555,Action,Swordfish (2001)
3218,-84.37783,-41.55615,Drama,"Anniversary Party, The (2001)"
3219,-19.17263,-44.226486,Comedy,Divided We Fall (Musíme si pomáhat) (2000)
3220,-62.199005,-20.388615,Comedy,Catch-22 (1970)
3221,-35.23933,-31.190882,Comedy,Forgotten Silver (1996)
3222,-30.693596,18.750898,Action,Point Break (1991)
3223,34.934322,-2.9728134,Action,Uncommon Valor (1983)
3224,27.24273,-68.507095,Crime,Unlawful Entry (1992)
3225,28.219036,89.658615,Action,Youngblood (1986)
3226,-32.70345,-33.998074,Comedy,Gentlemen Prefer Blondes (1953)
3227,-56.82729,-59.595497,Comedy,How to Marry a Millionaire (1953)
3228,-15.297121,-45.370094,Comedy,"Seven Year Itch, The (1955)"
3229,-24.707144,-32.188786,Comedy,Tootsie (1982)
3230,-52.384132,2.0099432,Adventure,Atlantis: The Lost Empire (2001)
3231,-20.427076,56.80916,Action,Lara Croft: Tomb Raider (2001)
3232,67.928665,-63.229656,Comedy,Dr. Dolittle 2 (2001)
3233,-19.718683,56.51707,Action,"Fast and the Furious, The (2001)"
3234,-9.9611025,-2.2734857,Adventure,A.I. Artificial Intelligence (2001)
3235,56.94764,-34.804676,Crime,Baby Boy (2001)
3236,6.6966777,70.1654,Drama,Crazy/Beautiful (2001)
3237,-58.3936,10.196345,Comedy,Pootie Tang (2001)
3238,-60.93353,9.671272,Comedy,Let It Snow (1999)
3239,-0.32231143,-37.43852,Crime,Sexy Beast (2000)
3240,-32.486088,-33.95731,Drama,"Princess and the Warrior, The (Krieger und die Kaiserin, Der) (2000)"
3241,45.66539,73.78585,Comedy,"Closet, The (Placard, Le) (2001)"
3242,60.06305,-39.158134,Crime,"Crimson Rivers, The (Rivières pourpres, Les) (2000)"
3243,20.163052,46.7461,Drama,Lumumba (2000)
3244,48.226322,-85.65436,Children,Cats & Dogs (2001)
3245,5.8933883,-23.542393,Action,Kiss of the Dragon (2001)
3246,-21.915483,59.91477,Comedy,Scary Movie 2 (2001)
3247,-40.521244,-48.246925,Drama,Lost and Delirious (2001)
3248,-36.235596,-7.625215,Crime,Rape Me (Baise-moi) (2000)
3249,-26.272232,-25.453249,Comedy,Alice (1990)
3250,-16.84597,-82.86089,Drama,Another Woman (1988)
3251,27.159252,13.594848,Comedy,Beach Blanket Bingo (1965)
3252,-54.368088,-22.589712,Comedy,Big Deal on Madonna Street (I Soliti Ignoti) (1958)
3253,79.6359,31.244144,Action,"Cannonball Run, The (1981)"
3254,36.842194,28.857899,Action,Cannonball Run II (1984)
3255,-56.006763,-40.166836,Comedy,"Diary of a Chambermaid (Journal d'une femme de chambre, Le) (1964)"
3256,43.319565,-54.696915,Comedy,Dr. Goldfoot and the Bikini Machine (1965)
3257,-20.302727,84.3885,Horror,"Fall of the House of Usher, The (House of Usher) (1960)"
3258,39.44434,-31.711077,Drama,Faust (1926)
3259,-46.931503,-64.83746,Crime,"Man Who Shot Liberty Valance, The (1962)"
3260,-71.01656,-56.3515,Drama,Salvador (1986)
3261,56.453125,2.5896683,Drama,September (1987)
3262,20.344254,28.533472,Comedy,Shadows and Fog (1991)
3263,37.663704,-47.481575,Comedy,Something Wild (1986)
3264,56.62304,-7.8811946,Comedy,"Thing with Two Heads, The (1972)"
3265,-8.603873,-79.79773,Drama,All That Heaven Allows (1955)
3266,35.03517,20.854206,Drama,"Barefoot Contessa, The (1954)"
3267,-17.55563,-12.014536,Drama,Cries and Whispers (Viskningar och rop) (1972)
3268,11.89774,-49.946194,Drama,"Garden of the Finzi-Continis, The (Giardino dei Finzi-Contini, Il) (1970)"
3269,-13.495555,-82.32985,Film-Noir,Kiss Me Deadly (1955)
3270,-56.94887,-8.081173,Drama,"Lion in Winter, The (1968)"
3271,-41.769817,-1.0343775,Comedy,"Misfits, The (1961)"
3272,-54.00627,-48.20333,Drama,Moby Dick (1956)
3273,-22.332539,-13.058423,Drama,Sweet Smell of Success (1957)
3274,23.969658,13.22662,Drama,Written on the Wind (1956)
3275,39.800686,25.355707,Action,"10th Victim, The (La decima vittima) (1965)"
3276,10.342519,83.49188,Mystery,Obsession (1976)
3277,-38.64771,-49.339848,Horror,Suspiria (1977)
3278,22.53446,-36.854797,Action,"Fist of Fury (Chinese Connection, The) (Jing wu men) (1972)"
3279,-18.822947,21.141855,Drama,Christiane F. (a.k.a. We Children from Bahnhof Zoo) (Christiane F. - Wir Kinder vom Bahnhof Zoo) (1981)
3280,18.082539,26.488905,Action,"Big Boss, The (Fists of Fury) (Tang shan da xiong) (1971)"
3281,27.039118,13.083368,Action,Game of Death (1978)
3282,-36.70444,22.575623,Action,"Last Dragon, The (1985)"
3283,31.053009,84.40966,Action,Outland (1981)
3284,-20.147976,-88.59116,Action,"Way of the Dragon, The (a.k.a. Return of the Dragon) (Meng long guo jiang) (1972)"
3285,-24.371626,66.33633,Adventure,T-Rex: Back to the Cretaceous (1998)
3286,-10.169199,64.67377,Adventure,Final Fantasy: The Spirits Within (2001)
3287,-24.71768,32.78488,Comedy,Legally Blonde (2001)
3288,4.1249166,-29.867735,Action,"Score, The (2001)"
3289,55.01215,-59.53128,Drama,Adanggaman (2000)
3290,-24.35313,-49.276108,Crime,Bully (2001)
3291,-18.502663,-5.5097256,Comedy,Jump Tomorrow (2001)
3292,-10.015482,77.69029,Comedy,Made (2001)
3293,3.5229115,-8.10136,Documentary,Michael Jordan to the Max (2000)
3294,-74.292816,-55.796562,Animation,More (1998)
3295,-30.122437,-29.335953,Documentary,Africa: The Serengeti (1994)
3296,-51.581974,-33.729992,Documentary,Alaska: Spirit of the Wild (1997)
3297,13.556308,65.08682,Comedy,18 Again! (1988)
3298,-18.808481,86.00354,Drama,1969 (1988)
3299,-52.356842,-22.467916,Comedy,"Accidental Tourist, The (1988)"
3300,8.664168,-42.294163,Drama,"Accused, The (1988)"
3301,17.019331,96.42804,Action,Above the Law (1988)
3302,-26.770933,-58.903862,Adventure,"Adventures of Baron Munchausen, The (1988)"
3303,50.086994,14.248303,Drama,Ariel (1988)
3304,10.430648,86.733505,Comedy,Arthur 2: On the Rocks (1988)
3305,48.995346,30.440647,Drama,Bat*21 (1988)
3306,4.918761,46.872074,Comedy,Beaches (1988)
3307,-28.776924,-26.413599,Drama,"Beast of War, The (Beast, The) (1988)"
3308,-34.603214,16.910646,Comedy,Big Business (1988)
3309,78.7715,35.82845,Adventure,Big Top Pee-Wee (1988)
3310,70.38932,51.30733,Comedy,Biloxi Blues (1988)
3311,14.9761915,79.15525,Horror,"Blob, The (1988)"
3312,71.863716,34.232224,Drama,"Bright Lights, Big City (1988)"
3313,-13.5525675,56.342056,Comedy,Caddyshack II (1988)
3314,-35.84678,-33.820824,Drama,Camille Claudel (1988)
3315,85.4636,-8.091665,Drama,Cocktail (1988)
3316,-30.004957,-26.710135,Action,Colors (1988)
3317,-52.711235,-3.7722993,Comedy,Coming to America (1988)
3318,-8.608853,81.51425,Comedy,"Couch Trip, The (1988)"
3319,84.795586,3.892874,Comedy,Critters (1986)
3320,9.698848,-66.112854,Comedy,Crossing Delancey (1988)
3321,-29.3742,45.715805,Film-Noir,D.O.A. (1988)
3322,70.74037,-28.301773,Action,Dead Heat (1988)
3323,-47.124233,52.72408,Action,"Dead Pool, The (1988)"
3324,-66.1871,-58.785408,Comedy,Dirty Rotten Scoundrels (1988)
3325,-48.479404,-18.705833,Comedy,Drowning by Numbers (1988)
3326,33.731598,-73.98744,Children,Ernest Saves Christmas (1988)
3327,50.02724,31.269722,Comedy,Feds (1988)
3328,28.071253,-70.63072,Drama,For Keeps (1988)
3329,16.2024,53.6634,Crime,Frantic (1988)
3330,9.683878,-22.787882,Drama,Gorillas in the Mist (1988)
3331,32.17104,5.935754,Comedy,"Great Outdoors, The (1988)"
3332,74.24315,5.4711237,Comedy,High Spirits (1988)
3333,30.513727,85.653465,Comedy,Johnny Be Good (1988)
3334,32.373962,-77.74875,Horror,Lady in White (a.k.a. The Mystery of the Lady in White) (1988)
3335,-28.858454,46.421722,Comedy,The Lair of the White Worm (1988)
3336,-55.579185,-2.88593,Adventure,"Land Before Time, The (1988)"
3337,57.282955,-78.06232,Comedy,License to Drive (1988)
3338,-12.647128,78.10356,Drama,Little Nikita (1988)
3339,12.598834,8.931064,Mystery,Masquerade (1988)
3340,-48.842575,-32.961224,Comedy,Milagro Beanfield War (1988)
3341,43.1598,-53.910828,Comedy,Moon Over Parador (1988)
3342,-33.26658,38.300175,Comedy,My Stepmother Is an Alien (1988)
3343,-15.378997,78.38515,Comedy,"Night in the Life of Jimmy Reardon, A (1988)"
3344,37.15328,39.57207,Comedy,Bagdad Cafe (Out of Rosenheim) (1987)
3345,84.55821,-15.01124,Action,Red Heat (1988)
3346,-4.6446047,83.1415,Comedy,"Return of the Living Dead, The (1985)"
3347,36.417896,-68.362015,Adventure,Return to Snowy River (a.k.a. The Man From Snowy River II) (1988)
3348,22.01695,100.36761,Drama,"Man from Snowy River, The (1982)"
3349,-13.333985,-82.233055,Drama,Running on Empty (1988)
3350,21.136639,16.674757,Horror,"Serpent and the Rainbow, The (1988)"
3351,2.0962574,33.680813,Comedy,Short Circuit 2 (1988)
3352,-35.31355,17.093414,Comedy,Short Circuit (1986)
3353,-19.17187,-65.43805,Drama,"Vanishing, The (Spoorloos) (1988)"
3354,-19.632568,-44.478107,Action,"Tetsuo, the Ironman (Tetsuo) (1988)"
3355,4.9413095,-24.83821,Action,They Live (1988)
3356,51.93488,29.532598,Drama,Tucker: The Man and His Dream (1988)
3357,74.45511,34.55741,Comedy,Twins (1988)
3358,-39.112576,-32.395435,Comedy,Without a Clue (1988)
3359,22.26075,97.49408,Comedy,Young Einstein (1988)
3360,18.724936,74.77687,Drama,Always (1989)
3361,67.3815,54.540604,Action,American Ninja (1985)
3362,10.889653,69.73623,Action,Best of the Best (1989)
3363,-19.054647,17.999155,Adventure,Bill & Ted's Excellent Adventure (1989)
3364,80.50907,21.683111,Action,Black Rain (1989)
3365,52.674923,-30.032532,Comedy,Blaze (1989)
3366,-18.69539,14.429866,Action,Blind Fury (1989)
3367,1.2536926,63.540928,Drama,Casualties of War (1989)
3368,-18.00554,-2.6520312,Comedy,Chances Are (1989)
3369,10.121217,14.158187,Action,Cyborg (1989)
3370,62.90987,-15.582752,Drama,Dad (1989)
3371,30.370985,19.315609,Action,Disorganized Crime (1989)
3372,-10.6930485,50.638744,Comedy,Dream a Little Dream (1989)
3373,-45.827465,35.937984,Comedy,"Dream Team, The (1989)"
3374,11.380472,75.57818,Comedy,Earth Girls Are Easy (1988)
3375,16.644974,97.74408,Drama,Eddie and the Cruisers (1983)
3376,-17.52262,53.46588,Adventure,Erik the Viking (1989)
3377,61.230797,15.169617,Comedy,Family Business (1989)
3378,75.41597,-37.223846,Action,Farewell to the King (1989)
3379,14.536052,31.810076,Drama,Fat Man and Little Boy (1989)
3380,50.387,22.659678,Action,Gleaming the Cube (1989)
3381,44.415245,-58.285683,Drama,Great Balls of Fire! (1989)
3382,-18.176195,-11.814427,Comedy,Gross Anatomy (a.k.a. A Cut Above) (1989)
3383,-5.7180796,61.70064,Comedy,Harlem Nights (1989)
3384,23.676983,2.9932373,Comedy,Her Alibi (1989)
3385,-61.820534,-17.119467,Comedy,How to Get Ahead in Advertising (1989)
3386,82.86594,-7.9817286,Crime,"Innocent Man, An (1989)"
3387,66.98782,54.119823,Comedy,"January Man, The (1989)"
3388,-44.56176,28.498894,Crime,Johnny Handsome (1989)
3389,62.78418,6.4867926,Drama,Jesus of Montreal (Jésus de Montréal) (1989)
3390,39.746895,-31.39124,Action,K-9 (1989)
3391,26.659395,89.992226,Action,Kickboxer (1989)
3392,39.899002,20.783436,Drama,Last Exit to Brooklyn (1989)
3393,-35.41142,-4.2942123,Drama,Lean on Me (1989)
3394,-1.9335592,64.98436,Comedy,Let It Ride (1989)
3395,53.186954,58.749474,Comedy,Little Monsters (1989)
3396,-56.15129,46.606113,Comedy,Look Who's Talking (1989)
3397,61.180984,-15.257932,Comedy,Loverboy (1989)
3398,-11.098666,-46.853878,Comedy,Major League (1989)
3399,23.666101,-67.157814,Animation,Meet the Feebles (1989)
3400,59.769558,-76.90075,Drama,Millennium (1989)
3401,62.51213,18.8228,Drama,Miracle Mile (1989)
3402,25.745125,-67.81996,Comedy,New York Stories (1989)
3403,27.336697,99.80162,Action,Next of Kin (1989)
3404,69.80446,-13.095105,Action,No Holds Barred (1989)
3405,-12.524384,-1.3449826,Action,"Package, The (1989)"
3406,82.52512,17.351543,Adventure,Penn & Teller Get Killed (1989)
3407,65.84796,55.526493,Action,Pink Cadillac (1989)
3408,76.9743,-12.044468,Action,"Punisher, The (1989)"
3409,-5.794816,81.554535,Action,Jurassic Park III (2001)
3410,46.530792,-84.94883,Comedy,America's Sweethearts (2001)
3411,-68.23322,22.30825,Action,Brother (2000)
3412,-84.71212,-17.58939,Comedy,Ghost World (2001)
3413,-83.78658,-58.9066,Comedy,Hedwig and the Angry Inch (2000)
3414,-34.919296,64.677444,Action,Planet of the Apes (2001)
3415,-10.397352,10.608953,Comedy,Bread and Tulips (Pane e tulipani) (2000)
3416,-86.04242,-57.980305,Crime,Cure (1997)
3417,26.825993,36.50891,Comedy,Greenfingers (2000)
3418,-36.61757,40.67118,Comedy,Wet Hot American Summer (2001)
3419,5.6018586,20.611128,Adventure,"Return of the Musketeers, The (1989)"
3420,25.262787,-67.068405,Action,Road House (1989)
3421,-27.150974,-64.06436,Drama,Santa Sangre (1989)
3422,-23.229397,-67.12956,Comedy,Scenes from the Class Struggle in Beverly Hills (1989)
3423,-3.800282,87.614655,Crime,Sea of Love (1989)
3424,31.69767,-36.44306,Comedy,"See No Evil, Hear No Evil (1989)"
3425,-4.6532607,-0.5622599,Comedy,She's Out of Control (1989)
3426,-20.785177,85.34223,Comedy,Skin Deep (1989)
3427,7.690235,83.34038,Horror,"Stepfather, The (1987)"
3428,-20.985186,4.6698318,Drama,Sweetie (1989)
3429,66.8094,42.47283,Comedy,"Tall Guy, The (1989)"
3430,-2.1631901,68.54256,Action,Tango & Cash (1989)
3431,71.98027,2.6100352,Action,Three Fugitives (1989)
3432,10.584049,-49.151814,Comedy,Troop Beverly Hills (1989)
3433,-43.790062,34.243546,Comedy,Turner & Hooch (1989)
3434,-25.86221,30.097185,Comedy,UHF (1989)
3435,-43.75387,34.35316,Comedy,Uncle Buck (1989)
3436,-62.8173,0.6401801,Comedy,"War of the Roses, The (1989)"
3437,-14.860889,75.34677,Adventure,"Wizard, The (1989)"
3438,4.679923,76.908516,Adventure,Weekend at Bernie's II (1993)
3439,-31.135788,-23.647745,Comedy,Billy Liar (1963)
3440,-7.3399987,-26.42374,Adventure,Black Robe (1991)
3441,37.28366,-48.725487,Mystery,"Cat o' Nine Tails, The (Gatto a nove code, Il) (1971)"
3442,2.9707637,81.93706,Crime,"Cotton Club, The (1984)"
3443,-50.907932,-23.631031,Crime,Who'll Stop the Rain (1978)
3444,74.13683,-39.89223,Comedy,Basket Case (1982)
3445,88.53101,1.8473797,Drama,Original Sin (2001)
3446,-50.44478,34.837795,Children,"Princess Diaries, The (2001)"
3447,-56.928265,49.37314,Action,Rush Hour 2 (2001)
3448,-58.872658,28.372908,Drama,Chocolat (1988)
